食品番号,索引番号,食品名,廃棄率(%),エネルギー(kcal),水分(g),たんぱく質(g),脂質(g),炭水化物(g),食物繊維総量(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),リン(mg),鉄(mg),亜鉛(mg),銅(mg),マンガン(mg),ヨウ素(μg),セレン(μg),クロム(μg),モリブデン(μg),レチノール(μg),αーカロテン(μg),βーカロテン(μg),βークリプトキサンチン(μg),βーカロテン当量(μg),レチノール活性当量(μg),ビタミンD(μg),αートコフェロール(mg),βートコフェロール(mg),γートコフェロール(mg),δートコフェロール(mg),ビタミンK(μg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン当量(mg),ビタミンB6(mg),ビタミンB12(μg),葉酸(μg),パントテン酸(mg),ビオチン(μg),ビタミンC(mg),食塩相当量g,備考
6163,649,つくし　胞子茎　ゆで,0,28,88.9,3.4,0.1,6.7,6.7,4.0,340.0,58.0,26.0,82.0,1.1,1.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,56.0,1100.0,50.0,1200.0,96.0,0.0,3.6,0.1,0.0,0.1,17.0,0.0,0.1,1.7,0.21,0.0,74.0,0.48,0.0,15.0,0.0,"基部及びはかま（葉鞘）を除いたもの
ゆでた後水冷し、手搾りしたもの"
6164,650,つるな　茎葉　生,0,15,93.8,1.8,0.1,2.8,2.3,5.0,300.0,48.0,35.0,75.0,3.0,0.5,0.06,0.81,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,2700.0,230.0,0.0,1.3,0.0,0.0,0.0,310.0,0.08,0.3,1.3,0.13,0.0,90.0,0.46,0.0,22.0,0.0,"別名： はまぢしゃ
硝酸イオン： 0.2 g"
6390,651,つるにんじん　根　生,0,55,77.7,1.0,0.7,19.8,17.1,2.0,190.0,61.0,33.0,75.0,5.9,0.5,0.11,0.4,2.0,1.0,16.0,7.0,0.0,0.0,13.0,2.0,14.0,1.0,0.0,3.6,0.1,0.0,0.0,0.0,0.06,0.05,0.6,0.41,0.0,16.0,0.28,1.5,6.0,0.0,"硝酸イオン： 0 g
食物繊維：AOAC2011.25法"
6165,652,つるむらさき　茎葉　生,0,11,95.1,0.7,0.2,2.6,2.2,9.0,210.0,150.0,67.0,28.0,0.5,0.4,0.05,0.29,0.0,0.0,0.0,0.0,0.0,210.0,2900.0,74.0,3000.0,250.0,0.0,1.1,0.0,0.2,0.0,350.0,0.03,0.07,0.5,0.09,0.0,78.0,0.21,0.0,41.0,0.0,硝酸イオン： 0.3 g
6166,653,つるむらさき　茎葉　ゆで,0,12,94.5,0.9,0.2,3.2,3.1,7.0,150.0,180.0,41.0,24.0,0.4,0.4,0.07,0.32,0.0,0.0,0.0,0.0,0.0,260.0,3200.0,88.0,3400.0,280.0,0.0,1.3,0.0,0.2,0.0,350.0,0.02,0.05,0.5,0.04,0.0,51.0,0.15,0.0,18.0,0.0,"ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.3 g"
6167,654,つわぶき　葉柄　生,0,19,93.3,0.4,0.0,5.6,2.5,100.0,410.0,38.0,15.0,11.0,0.2,0.1,0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,5.0,0.0,0.4,0.0,0.0,0.0,8.0,0.01,0.04,0.5,0.02,0.0,16.0,0.1,0.0,4.0,0.3,"表皮を除いたもの
硝酸イオン： Tr"
6168,655,つわぶき　葉柄　ゆで,0,14,95.0,0.3,0.0,4.4,2.3,42.0,160.0,31.0,8.0,33.0,0.1,0.1,0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,7.0,0.0,0.4,0.0,0.0,0.0,8.0,0.01,0.03,0.3,0.01,0.0,7.0,0.0,0.0,0.0,0.1,"ゆでた後水冷し、水切りしたもの
硝酸イオン： Tr"
6169,656,とうがらし　葉･果実　生,60,32,86.7,3.4,0.1,7.2,5.7,3.0,650.0,490.0,79.0,65.0,2.2,0.4,0.12,0.43,0.0,0.0,0.0,0.0,0.0,190.0,5100.0,0.0,5200.0,430.0,0.0,7.7,0.2,0.1,0.0,230.0,0.08,0.28,2.0,0.25,0.0,87.0,0.41,0.0,92.0,0.0,"別名： なんばん、葉とうがらし
試料： 辛味種 
廃棄部位： 硬い茎及びへた
重量比： 葉6、実4
硝酸イオン： 0.4 g"
6170,657,とうがらし　葉･果実　油いため,0,81,79.5,4.0,4.9,8.5,6.3,2.0,690.0,550.0,87.0,76.0,2.8,0.4,0.13,0.47,0.0,0.0,0.0,0.0,0.0,210.0,5600.0,0.0,5700.0,480.0,0.0,8.5,0.2,0.1,0.0,250.0,0.12,0.28,2.2,0.28,0.0,96.0,0.45,0.0,56.0,0.0,"別名： なんばん、葉とうがらし
試料： 辛味種 
硬い茎及びへたを除いたもの
植物油（調合油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0.5 g"
6171,658,とうがらし　果実　生,9,72,75.0,3.9,3.4,16.3,10.3,6.0,760.0,20.0,42.0,71.0,2.0,0.5,0.23,0.27,0.0,0.0,0.0,0.0,0.0,130.0,6600.0,2200.0,7700.0,640.0,0.0,8.9,0.1,2.0,0.0,27.0,0.14,0.36,4.5,1.0,0.0,41.0,0.95,0.0,120.0,0.0,"別名： なんばん
試料： 辛味種 
廃棄部位： へた"
6172,659,とうがらし　果実　乾,0,270,8.8,14.7,12.0,58.4,46.4,17.0,2800.0,74.0,190.0,260.0,6.8,1.5,0.85,1.08,0.0,0.0,0.0,0.0,0.0,400.0,14000.0,7400.0,17000.0,1500.0,0.0,30.0,0.4,6.9,0.3,58.0,0.5,1.4,17.0,3.81,0.0,30.0,3.61,0.0,1.0,0.0,"別名： なんばん、赤とうがらし、たかのつめ
試料： 辛味種 
へたを除いたもの
廃棄率： へたつきの場合 10%"
6173,660,とうがん　果実　生,30,15,95.2,0.5,0.1,3.8,1.3,1.0,200.0,19.0,7.0,18.0,0.2,0.1,0.02,0.02,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.01,0.01,0.5,0.03,0.0,26.0,0.21,0.2,39.0,0.0,"別名： かもうり
廃棄部位： 果皮、わた及びへた"
6174,661,とうがん　果実　ゆで,0,15,95.3,0.6,0.1,3.7,1.5,1.0,200.0,22.0,7.0,19.0,0.3,0.1,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.5,0.03,0.0,25.0,0.2,0.0,27.0,0.0,"別名： かもうり
果皮、わた及びへたを除いたもの"
6175,662,（とうもろこし類）　スイートコーン　未熟種子　生,50,89,77.1,3.6,1.7,16.8,3.0,0.0,290.0,3.0,37.0,100.0,0.8,1.0,0.1,0.32,0.0,0.0,1.0,6.0,0.0,9.0,22.0,54.0,53.0,4.0,0.0,0.3,0.0,1.0,0.0,1.0,0.15,0.1,2.8,0.14,0.0,95.0,0.58,5.4,8.0,0.0,"廃棄部位： 包葉、めしべ及び穂軸
硝酸イオン： 0 g"
6176,663,（とうもろこし類）　スイートコーン　未熟種子　ゆで,30,95,75.4,3.5,1.7,18.6,3.1,0.0,290.0,5.0,38.0,100.0,0.8,1.0,0.1,0.31,0.0,0.0,0.0,0.0,0.0,7.0,20.0,53.0,49.0,4.0,0.0,0.3,0.0,0.9,0.1,0.0,0.12,0.1,2.7,0.12,0.0,86.0,0.51,0.0,6.0,0.0,"包葉及びめしべを除いたもの
廃棄部位： 穂軸
硝酸イオン： 0 g"
6339,664,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,30,104,73.5,4.2,2.2,19.1,3.4,0.0,330.0,3.0,42.0,120.0,0.9,1.1,0.1,0.32,0.0,0.0,0.0,0.0,0.0,11.0,23.0,63.0,59.0,5.0,0.0,0.3,0.0,1.2,0.0,0.0,0.16,0.11,3.0,0.14,0.0,97.0,0.67,0.0,6.0,0.0,"廃棄部位： 穂軸
硝酸イオン： 0 g"
6177,665,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,40,96,75.6,3.5,1.5,18.7,2.8,1.0,230.0,4.0,33.0,90.0,0.6,1.0,0.08,0.22,0.0,0.0,0.0,0.0,0.0,31.0,36.0,60.0,82.0,7.0,0.0,0.1,0.0,0.6,0.0,0.0,0.12,0.09,2.6,0.1,0.0,77.0,0.49,0.0,6.0,0.0,"廃棄部位： 穂軸
硝酸イオン： 0 g"
6178,666,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,0,91,75.5,2.9,1.3,19.8,4.8,1.0,230.0,3.0,23.0,79.0,0.3,0.5,0.04,0.1,0.0,1.0,0.0,5.0,0.0,24.0,39.0,48.0,75.0,6.0,0.0,0.1,0.0,0.4,0.0,0.0,0.1,0.07,2.2,0.09,0.0,57.0,0.41,3.1,4.0,0.0,"穂軸を除いた実（尖帽を除いた種子）のみ
硝酸イオン： 0 g
食物繊維：AOAC2011.25法"
6378,667,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,0,92,76.5,2.8,1.5,18.7,6.2,1.0,200.0,3.0,22.0,72.0,0.2,0.4,0.03,0.1,0.0,1.0,0.0,4.0,0.0,22.0,36.0,46.0,70.0,6.0,0.0,0.1,0.0,0.4,0.0,0.0,0.08,0.06,2.0,0.08,0.0,48.0,0.33,2.9,2.0,0.0,"穂軸を除いた実（尖帽を除いた種子）のみ
硝酸イオン： 0 g
食物繊維：AOAC2011.25法"
6379,668,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,0,125,71.8,2.9,5.8,18.9,4.7,1.0,230.0,3.0,23.0,78.0,0.3,0.5,0.04,0.1,0.0,1.0,0.0,5.0,0.0,24.0,38.0,47.0,74.0,6.0,0.0,0.8,0.0,1.5,0.0,6.0,0.1,0.07,2.3,0.09,0.0,56.0,0.37,3.3,3.0,0.0,"穂軸を除いた実（尖帽を除いた種子）のみ
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0 g
食物繊維：AOAC2011.25法"
6179,669,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,0,82,78.2,1.7,0.5,18.6,1.8,260.0,150.0,2.0,18.0,46.0,0.4,0.4,0.04,0.07,0.0,0.0,0.0,0.0,0.0,19.0,14.0,52.0,50.0,4.0,0.0,0.1,0.0,0.3,0.0,0.0,0.02,0.05,1.0,0.03,0.0,19.0,0.34,0.0,3.0,0.7,硝酸イオン： (0) g
6180,670,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,0,78,78.4,2.3,0.5,17.8,3.3,210.0,130.0,2.0,13.0,40.0,0.4,0.6,0.04,0.06,0.0,0.0,0.0,0.0,0.0,19.0,19.0,67.0,62.0,5.0,0.0,0.1,0.0,0.2,0.0,0.0,0.03,0.05,1.2,0.05,0.0,18.0,0.19,0.0,2.0,0.5,"液汁を除いたもの
硝酸イオン： (0) g"
6181,671,（とうもろこし類）　ヤングコーン　幼雌穂　生,0,29,90.9,2.3,0.2,6.0,2.7,0.0,230.0,19.0,25.0,63.0,0.4,0.8,0.09,0.6,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,35.0,3.0,0.0,0.4,0.0,0.4,0.0,1.0,0.09,0.11,1.2,0.16,0.0,110.0,0.4,0.0,9.0,0.0,"別名： ベビーコーン、ミニコーン
穂軸基部を除いたもの
廃棄率： 穂軸基部つきの場合10%
硝酸イオン： 0 g"
6182,672,（トマト類）　赤色トマト　果実　生,3,20,94.0,0.7,0.1,4.7,1.0,3.0,210.0,7.0,9.0,26.0,0.2,0.1,0.04,0.08,0.0,1.0,0.0,2.0,0.0,4.0,540.0,0.0,540.0,45.0,0.0,0.9,0.0,0.2,0.0,4.0,0.05,0.02,0.8,0.08,0.0,22.0,0.17,2.3,15.0,0.0,"廃棄部位： へた
硝酸イオン： 0 g"
6183,673,（トマト類）　赤色ミニトマト　果実　生,2,30,91.0,1.1,0.1,7.2,1.4,4.0,290.0,12.0,13.0,29.0,0.4,0.2,0.06,0.1,4.0,0.0,0.0,4.0,0.0,4.0,960.0,0.0,960.0,80.0,0.0,0.9,0.0,0.5,0.0,7.0,0.07,0.05,0.9,0.11,0.0,35.0,0.17,3.6,32.0,0.0,"別名： プチトマト、チェリートマト
廃棄部位： へた
硝酸イオン： 0 g
"
6391,674,（トマト類）　黄色トマト　果実　生,0,18,94.7,1.1,0.4,3.2,1.3,2.0,310.0,6.0,10.0,35.0,0.3,0.2,0.04,0.1,2.0,0.0,0.0,7.0,0.0,3.0,110.0,0.0,110.0,9.0,0.0,1.2,0.0,0.6,0.0,7.0,0.08,0.03,1.1,0.07,0.0,29.0,0.14,3.1,28.0,0.0,"廃棄部位： へた
硝酸イオン： 0 g
食物繊維：AOAC2011.25法"
6370,675,（トマト類）　ドライトマト,0,291,9.5,14.2,2.1,67.3,21.7,120.0,3200.0,110.0,180.0,300.0,4.2,1.9,0.82,1.22,4.0,16.0,11.0,29.0,0.0,17.0,2600.0,0.0,2600.0,220.0,0.0,18.0,0.4,1.8,0.0,31.0,0.68,0.3,14.0,0.95,0.0,120.0,1.08,43.0,15.0,0.3,硝酸イオン： 0 g
6184,676,（トマト類）　加工品　ホール　食塩無添加,0,21,93.3,0.9,0.2,4.4,1.3,4.0,240.0,9.0,13.0,26.0,0.4,0.1,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,570.0,47.0,0.0,1.2,0.0,0.2,0.0,5.0,0.06,0.03,0.8,0.1,0.0,21.0,0.22,0.0,10.0,0.0,"別名： トマト水煮缶詰
液汁を除いたもの
硝酸イオン： (0) g"
6185,677,（トマト類）　加工品　トマトジュース　食塩添加,0,15,94.1,0.7,0.1,4.0,0.7,120.0,260.0,6.0,9.0,18.0,0.3,0.1,0.06,0.05,4.0,0.0,1.0,4.0,0.0,0.0,310.0,0.0,310.0,26.0,0.0,0.7,0.0,0.1,0.0,2.0,0.04,0.04,0.8,0.09,0.0,17.0,0.18,4.2,6.0,0.3,"果汁100  %
硝酸イオン： (0) g
(100 g：97mL、100 mL：103g)"
6340,678,（トマト類）　加工品　トマトジュース　食塩無添加,0,18,94.1,0.7,0.1,4.0,0.7,8.0,260.0,6.0,9.0,18.0,0.3,0.1,0.06,0.05,4.0,0.0,1.0,4.0,0.0,0.0,310.0,0.0,310.0,26.0,0.0,0.7,0.0,0.1,0.0,2.0,0.04,0.04,0.8,0.09,0.0,17.0,0.18,4.2,6.0,0.0,"果汁100  %
硝酸イオン： (0) g
(100 g：97mL、100 mL：103g)"
6186,679,（トマト類）　加工品　ミックスジュース　食塩添加,0,18,94.2,0.6,0.0,4.3,0.7,82.0,200.0,11.0,13.0,11.0,0.3,0.1,0.08,0.07,0.0,0.0,0.0,0.0,0.0,66.0,350.0,0.0,390.0,32.0,0.0,0.8,0.0,0.1,0.0,6.0,0.03,0.03,0.5,0.06,0.0,10.0,0.2,0.0,3.0,0.2,"原材料： トマト、にんじん、セロリ等
(100 g：97mL、100 mL：103g)"
6341,680,（トマト類）　加工品　ミックスジュース　食塩無添加,0,18,94.2,0.6,0.0,4.3,0.7,12.0,200.0,11.0,13.0,11.0,0.3,0.1,0.08,0.07,0.0,0.0,0.0,0.0,0.0,66.0,350.0,0.0,390.0,32.0,0.0,0.8,0.0,0.1,0.0,6.0,0.03,0.03,0.5,0.06,0.0,10.0,0.2,0.0,3.0,0.0,"原材料： トマト、にんじん、セロリ等
(100 g：97mL、100 mL：103g)"
6187,681,トレビス　葉　生,20,17,94.1,1.1,0.2,3.9,2.0,11.0,290.0,21.0,11.0,34.0,0.3,0.2,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0,0.0,0.1,0.2,0.1,0.0,13.0,0.04,0.04,0.4,0.03,0.0,41.0,0.24,0.0,6.0,0.0,"別名： トレビッツ、あかめチコリ、レッドチコリ
廃棄部位： しん
硝酸イオン： Tr"
6188,682,とんぶり　ゆで,0,89,76.7,6.1,3.5,12.9,7.1,5.0,190.0,15.0,74.0,170.0,2.8,1.4,0.25,0.78,0.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,800.0,67.0,0.0,4.6,0.1,1.1,0.0,120.0,0.11,0.17,1.3,0.16,0.0,100.0,0.48,0.0,1.0,0.0,"ほうきぎ（ほうきぐさ）の種子
別名： ずぶし、ねんどう
硝酸イオン： Tr"
6189,683,ながさきはくさい　葉　生,3,12,93.9,1.3,0.1,2.6,2.2,21.0,300.0,140.0,27.0,37.0,2.3,0.3,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,1900.0,160.0,0.0,1.3,0.0,0.0,0.0,130.0,0.05,0.13,0.9,0.14,0.0,150.0,0.28,0.0,88.0,0.1,"別名： とうな、とうじんな、ちりめんはくさい
廃棄部位： 株元
硝酸イオン： 0.3 g"
6190,684,ながさきはくさい　葉　ゆで,5,18,93.2,2.2,0.1,3.4,2.4,12.0,120.0,120.0,24.0,48.0,1.6,0.2,0.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,2600.0,220.0,0.0,1.3,0.0,0.0,0.0,150.0,0.02,0.07,0.7,0.06,0.0,69.0,0.11,0.0,23.0,0.0,"別名： とうな、とうじんな、ちりめんはくさい
廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.3 g"
6191,685,（なす類）　なす　果実　生,10,18,93.2,1.1,0.1,5.1,2.2,0.0,220.0,18.0,17.0,30.0,0.3,0.2,0.06,0.16,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,100.0,8.0,0.0,0.3,0.0,0.0,0.0,10.0,0.05,0.05,0.7,0.05,0.0,32.0,0.33,2.3,4.0,0.0,"廃棄部位： へた
硝酸イオン： Tr"
6192,686,（なす類）　なす　果実　ゆで,0,17,94.0,1.0,0.1,4.5,2.1,1.0,180.0,20.0,16.0,27.0,0.3,0.2,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,98.0,8.0,0.0,0.3,0.0,0.0,0.0,10.0,0.04,0.04,0.6,0.03,0.0,22.0,0.29,0.0,1.0,0.0,"へたを除いたもの
硝酸イオン： Tr"
6342,687,（なす類）　なす　果実　油いため,0,73,85.8,1.5,5.8,6.3,2.6,0.0,290.0,22.0,21.0,40.0,0.4,0.2,0.07,0.2,0.0,0.0,0.0,0.0,0.0,1.0,190.0,3.0,190.0,16.0,0.0,1.4,0.0,1.8,0.1,11.0,0.06,0.07,1.0,0.06,0.0,36.0,0.4,0.0,2.0,0.0,"へたを除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： Tr"
6343,688,（なす類）　なす　果実　天ぷら,0,165,71.9,1.6,14.0,12.0,1.9,21.0,200.0,31.0,14.0,41.0,0.2,0.2,0.07,0.16,0.0,0.0,0.0,7.0,0.0,0.0,110.0,3.0,110.0,9.0,0.0,2.6,0.0,5.5,0.1,22.0,0.05,0.07,0.8,0.04,0.0,28.0,0.16,2.3,2.0,0.1,"へたを除いたもの
硝酸イオン： Tr
調理による脂質の増減：第1章表13参照"
6193,689,（なす類）　べいなす　果実　生,30,20,93.0,1.1,0.1,5.3,2.4,1.0,220.0,10.0,14.0,26.0,0.4,0.2,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,4.0,0.0,0.3,0.0,0.0,0.0,9.0,0.04,0.04,0.8,0.06,0.0,19.0,0.3,0.0,6.0,0.0,"別名： 洋なす
廃棄部位： へた及び果皮
硝酸イオン： Tr"
6194,690,（なす類）　べいなす　果実　素揚げ,35,177,74.8,1.0,17.0,6.7,1.8,1.0,220.0,10.0,14.0,26.0,0.4,0.2,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0,0.0,2.5,0.2,7.5,1.5,31.0,0.05,0.04,0.8,0.05,0.0,12.0,0.3,0.0,2.0,0.0,"別名： 洋なす
廃棄部位： へた及び果皮
植物油（調合油）
硝酸イオン： 0 g"
6195,691,（なす類）　漬物　塩漬,0,22,90.4,1.4,0.1,5.2,2.7,880.0,260.0,18.0,18.0,33.0,0.6,0.2,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,4.0,0.0,0.3,0.0,0.0,0.0,10.0,0.03,0.04,0.6,0.07,0.0,32.0,0.41,0.0,7.0,2.2,"水洗いし、水切りしたもの
硝酸イオン： (Tr)"
6196,692,（なす類）　漬物　ぬかみそ漬,0,27,88.7,1.7,0.1,6.1,2.7,990.0,430.0,21.0,33.0,44.0,0.5,0.2,0.09,0.19,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,2.0,0.0,0.3,0.0,0.0,0.0,12.0,0.1,0.04,1.3,0.15,0.0,43.0,0.67,0.0,8.0,2.5,"水洗いし、水切りしたもの
廃棄率： へたつきの場合10%
硝酸イオン： (Tr)"
6197,693,（なす類）　漬物　こうじ漬,0,87,69.1,5.5,0.1,18.2,4.2,2600.0,210.0,65.0,22.0,65.0,1.4,0.4,0.17,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,27.0,0.03,0.05,1.2,0.03,0.0,9.0,0.13,0.0,0.0,6.6,硝酸イオン： (Tr)
6198,694,（なす類）　漬物　からし漬,0,127,61.2,2.6,0.2,30.7,4.2,1900.0,72.0,71.0,36.0,55.0,1.5,0.4,0.13,0.32,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,6.0,0.0,0.2,0.0,0.0,0.0,24.0,0.06,0.04,1.0,0.09,0.0,18.0,0.08,0.0,87.0,4.8,硝酸イオン： 0 g
6199,695,（なす類）　漬物　しば漬,0,27,86.4,1.4,0.2,7.0,4.4,1600.0,50.0,30.0,16.0,27.0,1.7,0.2,0.12,0.29,0.0,0.0,0.0,0.0,0.0,8.0,570.0,5.0,580.0,48.0,0.0,0.7,0.0,0.1,0.0,72.0,0.0,0.02,0.3,0.03,0.0,9.0,0.13,0.0,0.0,4.1,"市販品の液汁を除いたもの
硝酸イオン： 0.1 g"
6200,696,なずな　葉　生,5,35,86.8,4.3,0.1,7.0,5.4,3.0,440.0,290.0,34.0,92.0,2.4,0.7,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,0.0,5200.0,430.0,0.0,2.5,0.0,0.1,0.0,330.0,0.15,0.27,1.2,0.32,0.0,180.0,1.1,0.0,110.0,0.0,"別名： ぺんぺんぐさ、三味線草
廃棄部位： 株元
硝酸イオン： 0.1 g"
6201,697,（なばな類）　和種なばな　花らい・茎　生,0,34,88.4,4.4,0.2,5.8,4.2,16.0,390.0,160.0,29.0,86.0,2.9,0.7,0.09,0.32,1.0,1.0,1.0,6.0,0.0,0.0,2200.0,21.0,2200.0,180.0,0.0,2.9,0.0,0.6,0.0,250.0,0.16,0.28,2.6,0.26,0.0,340.0,0.73,12.0,130.0,0.0,"別名： なのはな、しんつみな、かぶれな
硝酸イオン： Tr"
6202,698,（なばな類）　和種なばな　花らい・茎　ゆで,0,28,90.2,4.7,0.1,4.3,4.3,7.0,170.0,140.0,19.0,86.0,1.7,0.4,0.07,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,20.0,2400.0,200.0,0.0,2.8,0.0,0.6,0.0,250.0,0.07,0.14,1.9,0.11,0.0,190.0,0.3,0.0,44.0,0.0,"別名： なのはな、しんつみな、かぶれな
ゆでた後水冷し、手搾りしたもの
硝酸イオン： Tr"
6203,699,（なばな類）　洋種なばな　茎葉　生,0,36,88.3,4.1,0.4,6.0,3.7,12.0,410.0,97.0,28.0,78.0,0.9,0.6,0.09,0.67,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,24.0,2600.0,220.0,0.0,1.7,0.0,0.1,0.0,260.0,0.11,0.24,2.5,0.22,0.0,240.0,0.8,0.0,110.0,0.0,"別名： なのはな、しんつみな、かぶれな
硝酸イオン： 0.1 g"
6204,700,（なばな類）　洋種なばな　茎葉　ゆで,0,30,90.0,3.6,0.4,5.3,4.1,10.0,210.0,95.0,19.0,71.0,0.7,0.4,0.07,0.61,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,24.0,2700.0,230.0,0.0,1.6,0.0,0.1,0.0,270.0,0.06,0.13,1.7,0.11,0.0,240.0,0.47,0.0,55.0,0.0,"別名： なのはな、しんつみな、かぶれな
ゆでた後水冷し、手搾りしたもの
硝酸イオン： Tr"
6205,701,にがうり　果実　生,15,15,94.4,1.0,0.1,3.9,2.6,1.0,260.0,14.0,14.0,31.0,0.4,0.2,0.05,0.1,1.0,0.0,1.0,7.0,0.0,93.0,160.0,3.0,210.0,17.0,0.0,0.8,0.1,0.1,0.0,41.0,0.05,0.07,0.5,0.06,0.0,72.0,0.37,0.5,76.0,0.0,"別名： つるれいし、ゴーヤ
廃棄部位： 両端、わた及び種子
硝酸イオン： Tr"
6206,702,にがうり　果実　油いため,0,47,90.3,1.2,3.3,4.6,2.8,1.0,260.0,14.0,15.0,33.0,0.5,0.2,0.05,0.11,1.0,0.0,1.0,8.0,0.0,100.0,180.0,4.0,230.0,19.0,0.0,0.9,0.1,0.1,0.0,45.0,0.05,0.08,0.6,0.07,0.0,79.0,0.41,0.5,75.0,0.0,"別名： つるれいし、ゴーヤ
両端、わた及び種子を除いたもの
植物油（調合油）
調理による脂質の増減：第1章表14参照
硝酸イオン： (Tr)"
6207,703,（にら類）　にら　葉　生,5,18,92.6,1.7,0.3,4.0,2.7,1.0,510.0,48.0,18.0,31.0,0.7,0.3,0.07,0.39,1.0,1.0,1.0,15.0,0.0,0.0,3500.0,32.0,3500.0,290.0,0.0,2.5,0.0,0.5,0.0,180.0,0.06,0.13,1.1,0.16,0.0,100.0,0.5,2.1,19.0,0.0,"廃棄部位： 株元
硝酸イオン： 0.3 g"
6208,704,（にら類）　にら　葉　ゆで,0,27,89.8,2.6,0.5,5.7,4.3,1.0,400.0,51.0,20.0,26.0,0.7,0.3,0.09,0.49,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,30.0,4400.0,370.0,0.0,3.1,0.1,0.7,0.0,330.0,0.04,0.12,1.1,0.13,0.0,77.0,0.39,0.0,11.0,0.0,"株元を除いたもの
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.3 g"
6344,705,（にら類）　にら　葉　油いため,0,69,85.8,1.9,5.7,4.9,3.5,0.0,600.0,48.0,22.0,38.0,0.8,0.4,0.08,0.46,0.0,0.0,0.0,0.0,0.0,2.0,4500.0,49.0,4600.0,380.0,0.0,4.1,0.0,3.3,0.1,220.0,0.06,0.16,1.3,0.2,0.0,140.0,0.59,0.0,21.0,0.0,"株元を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0.4 g"
6209,706,（にら類）　花にら　花茎・花らい　生,5,27,91.4,1.9,0.2,5.9,2.8,1.0,250.0,22.0,15.0,41.0,0.5,0.3,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,1100.0,91.0,0.0,1.0,0.0,0.1,0.0,100.0,0.07,0.08,1.2,0.17,0.0,120.0,0.42,0.0,23.0,0.0,"廃棄部位： 花茎基部
硝酸イオン： Tr"
6210,707,（にら類）　黄にら　葉　生,0,18,94.0,2.1,0.1,3.3,2.0,0.0,180.0,15.0,11.0,35.0,0.7,0.2,0.07,0.18,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,5.0,0.0,0.3,0.0,0.0,0.0,29.0,0.05,0.08,1.3,0.12,0.0,76.0,0.38,0.0,15.0,0.0,硝酸イオン： Tr
